EPIC,RA,Dec,Kp,InvestigationIDs
200217220,,,,GO18028|11273-LC-SSO_TILE
200217221,,,,GO18028|11273-LC-SSO_TILE
200217222,,,,GO18028|11273-LC-SSO_TILE
200217223,,,,GO18028|11273-LC-SSO_TILE
200217224,,,,GO18028|11273-LC-SSO_TILE
200217225,,,,GO18028|11273-LC-SSO_TILE
200217226,,,,GO18028|11273-LC-SSO_TILE
200217227,,,,GO18028|11273-LC-SSO_TILE
200217228,,,,GO18028|11273-LC-SSO_TILE
200217229,,,,GO18028|11273-LC-SSO_TILE
200217230,,,,GO18028|11273-LC-SSO_TILE
200217231,,,,GO18028|11273-LC-SSO_TILE
200217232,,,,GO18028|11273-LC-SSO_TILE
200217233,,,,GO18028|11273-LC-SSO_TILE
200217234,,,,GO18028|11273-LC-SSO_TILE
200217235,,,,GO18028|11273-LC-SSO_TILE
200217236,,,,GO18028|11273-LC-SSO_TILE
200217237,,,,GO18028|11273-LC-SSO_TILE
200217238,,,,GO18028|11273-LC-SSO_TILE
200217239,,,,GO18028|11273-LC-SSO_TILE
200217240,,,,GO18028|11273-LC-SSO_TILE
200217241,,,,GO18028|11273-LC-SSO_TILE
200217242,,,,GO18028|11273-LC-SSO_TILE
200217243,,,,GO18028|11273-LC-SSO_TILE
200217244,,,,GO18028|11273-LC-SSO_TILE
200217245,,,,GO18028|11273-LC-SSO_TILE
200217246,,,,GO18028|11273-LC-SSO_TILE
200217247,,,,GO18028|11273-LC-SSO_TILE
200217248,,,,GO18028|11273-LC-SSO_TILE
200217249,,,,GO18028|11273-LC-SSO_TILE
200217250,,,,GO18028|11273-LC-SSO_TILE
200217251,,,,GO18028|11273-LC-SSO_TILE
200217252,,,,GO18028|11273-LC-SSO_TILE
200217253,,,,GO18028|11273-LC-SSO_TILE
200217254,,,,GO18028|11273-LC-SSO_TILE
200217255,,,,GO18028|11273-LC-SSO_TILE
200217256,,,,GO18028|11273-LC-SSO_TILE
200217257,,,,GO18028|11273-LC-SSO_TILE
200217258,,,,GO18028|11273-LC-SSO_TILE
200217259,,,,GO18028|11273-LC-SSO_TILE
200217260,,,,GO18028|11273-LC-SSO_TILE
200217261,,,,GO18028|11273-LC-SSO_TILE
200217262,,,,GO18028|11273-LC-SSO_TILE
200217263,,,,GO18028|11273-LC-SSO_TILE
200217264,,,,GO18028|11273-LC-SSO_TILE
200217265,,,,GO18028|11273-LC-SSO_TILE
200217266,,,,GO18028|11273-LC-SSO_TILE
200217267,,,,GO18028|11273-LC-SSO_TILE
200217268,,,,GO18028|11273-LC-SSO_TILE
200217269,,,,GO18028|11273-LC-SSO_TILE
200217270,,,,GO18028|11273-LC-SSO_TILE
200217271,,,,GO18028|11273-LC-SSO_TILE
200217272,,,,GO18028|11273-LC-SSO_TILE
200217273,,,,GO18028|11273-LC-SSO_TILE
200217274,,,,GO18028|11273-LC-SSO_TILE
200217275,,,,GO18028|11273-LC-SSO_TILE
200217276,,,,GO18028|11273-LC-SSO_TILE
200217277,,,,GO18028|11273-LC-SSO_TILE
200217278,,,,GO18028|11273-LC-SSO_TILE
200217279,,,,GO18028|11273-LC-SSO_TILE
200217280,,,,GO18028|11273-LC-SSO_TILE
200217281,,,,GO18028|11273-LC-SSO_TILE
200217282,,,,GO18028|11273-LC-SSO_TILE
200217283,,,,GO18028|11273-LC-SSO_TILE
200217284,,,,GO18028|11273-LC-SSO_TILE
200217285,,,,GO18028|11273-LC-SSO_TILE
200217286,,,,GO18028|11273-LC-SSO_TILE
200217287,,,,GO18028|11273-LC-SSO_TILE
200217288,,,,GO18028|11273-LC-SSO_TILE
200217289,,,,GO18028|11273-LC-SSO_TILE
200217290,,,,GO18028|11273-LC-SSO_TILE
200217291,,,,GO18028|11273-LC-SSO_TILE
200217292,,,,GO18028|11273-LC-SSO_TILE
200217293,,,,GO18028|11273-LC-SSO_TILE
200217294,,,,GO18028|11273-LC-SSO_TILE
200217295,,,,GO18028|11273-LC-SSO_TILE
200217296,,,,GO18028|11273-LC-SSO_TILE
200217297,,,,GO18028|11273-LC-SSO_TILE
200217298,,,,GO18028|11273-LC-SSO_TILE
200217299,,,,GO18028|11273-LC-SSO_TILE
200217300,,,,GO18028|11273-LC-SSO_TILE
200217301,,,,GO18028|11273-LC-SSO_TILE
200217302,,,,GO18028|11273-LC-SSO_TILE
200217303,,,,GO18028|11273-LC-SSO_TILE
200217304,,,,GO18028|11273-LC-SSO_TILE
200217305,,,,GO18028|11273-LC-SSO_TILE
200217306,,,,GO18028|11273-LC-SSO_TILE
200217307,,,,GO18028|11273-LC-SSO_TILE
200217308,,,,GO18028|11273-LC-SSO_TILE
200217309,,,,GO18028|11273-LC-SSO_TILE
200217310,,,,GO18028|11273-LC-SSO_TILE
200217311,,,,GO18028|11273-LC-SSO_TILE
200217312,,,,GO18028|11273-LC-SSO_TILE
200217313,,,,GO18028|11273-LC-SSO_TILE
200217314,,,,GO18028|11273-LC-SSO_TILE
200217315,,,,GO18028|11273-LC-SSO_TILE
200217316,,,,GO18028|11273-LC-SSO_TILE
200217317,,,,GO18028|11273-LC-SSO_TILE
200217318,,,,GO18028|11273-LC-SSO_TILE
200217319,,,,GO18028|11273-LC-SSO_TILE
200217320,,,,GO18028|11273-LC-SSO_TILE
200217321,,,,GO18028|11273-LC-SSO_TILE
200217322,,,,GO18028|11273-LC-SSO_TILE
200217323,,,,GO18028|11273-LC-SSO_TILE
200217324,,,,GO18028|11273-LC-SSO_TILE
200217325,,,,GO18028|11273-LC-SSO_TILE
200217326,,,,GO18028|11273-LC-SSO_TILE
200217327,,,,GO18028|11273-LC-SSO_TILE
200217328,,,,GO18028|11273-LC-SSO_TILE
200217329,,,,GO18028|11273-LC-SSO_TILE
200217330,,,,GO18028|11273-LC-SSO_TILE
200217331,,,,GO18028|11273-LC-SSO_TILE
200217332,,,,GO18028|11273-LC-SSO_TILE
200217333,,,,GO18028|11273-LC-SSO_TILE
200217334,,,,GO18028|11273-LC-SSO_TILE
200217335,,,,GO18028|11273-LC-SSO_TILE
200217336,,,,GO18028|11273-LC-SSO_TILE
200217337,,,,GO18028|11273-LC-SSO_TILE
200217338,,,,GO18028|11273-LC-SSO_TILE
200217339,,,,GO18028|11273-LC-SSO_TILE
200217340,,,,GO18028|11273-LC-SSO_TILE
200217341,,,,GO18028|11273-LC-SSO_TILE
200217342,,,,GO18028|11273-LC-SSO_TILE
200217343,,,,GO18028|11273-LC-SSO_TILE
200217344,,,,GO18028|11273-LC-SSO_TILE
200217345,,,,GO18028|11273-LC-SSO_TILE
200217346,,,,GO18028|11273-LC-SSO_TILE
200217347,,,,GO18028|11273-LC-SSO_TILE
200217348,,,,GO18028|11273-LC-SSO_TILE
200217349,,,,GO18028|11273-LC-SSO_TILE
200217350,,,,GO18028|11273-LC-SSO_TILE
200217351,,,,GO18028|11273-LC-SSO_TILE
200217352,,,,GO18028|11273-LC-SSO_TILE
200217353,,,,GO18028|11273-LC-SSO_TILE
200217354,,,,GO18028|11273-LC-SSO_TILE
200217355,,,,GO18028|11273-LC-SSO_TILE
200217356,,,,GO18028|11273-LC-SSO_TILE
200217357,,,,GO18028|11273-LC-SSO_TILE
200217358,,,,GO18028|11273-LC-SSO_TILE
200217359,,,,GO18028|11273-LC-SSO_TILE
200217360,,,,GO18028|11273-LC-SSO_TILE
200217361,,,,GO18028|11273-LC-SSO_TILE
200217362,,,,GO18028|11273-LC-SSO_TILE
200217363,,,,GO18028|11273-LC-SSO_TILE
200217364,,,,GO18028|11273-LC-SSO_TILE
200217365,,,,GO18028|11273-LC-SSO_TILE
200217366,,,,GO18028|11273-LC-SSO_TILE
200217367,,,,GO18028|11273-LC-SSO_TILE
200217368,,,,GO18028|11273-LC-SSO_TILE
200217369,,,,GO18028|11273-LC-SSO_TILE
200217370,,,,GO18028|11273-LC-SSO_TILE
200217371,,,,GO18028|11273-LC-SSO_TILE
200217372,,,,GO18028|11273-LC-SSO_TILE
200217373,,,,GO18028|11273-LC-SSO_TILE
200217374,,,,GO18028|11273-LC-SSO_TILE
200217375,,,,GO18028|11273-LC-SSO_TILE
200217376,,,,GO18028|11273-LC-SSO_TILE
200217377,,,,GO18028|11273-LC-SSO_TILE
200217378,,,,GO18028|11273-LC-SSO_TILE
200217379,,,,GO18028|11273-LC-SSO_TILE
200217380,,,,GO18028|11273-LC-SSO_TILE
200217381,,,,GO18028|11273-LC-SSO_TILE
200217382,,,,GO18028|11273-LC-SSO_TILE
200217383,,,,GO18028|11273-LC-SSO_TILE
200217384,,,,GO18028|11273-LC-SSO_TILE
200217385,,,,GO18028|11273-LC-SSO_TILE
200217386,,,,GO18028|11273-LC-SSO_TILE
200217387,,,,GO18028|11273-LC-SSO_TILE
200217388,,,,GO18028|11273-LC-SSO_TILE
200217389,,,,GO18028|11273-LC-SSO_TILE
200217390,,,,GO18028|11273-LC-SSO_TILE
