EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200127414, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127415, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127416, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127417, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127418, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127419, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127420, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127421, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127422, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127423, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127424, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127425, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127426, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127427, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127428, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127429, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127430, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127431, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127432, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127433, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127434, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127435, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127436, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127437, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127438, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127439, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127440, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127441, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127442, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127443, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127444, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127445, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127446, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127447, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127448, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127449, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127450, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127451, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127452, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127453, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127454, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127455, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127456, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127457, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127458, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127459, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127460, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127461, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127462, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127463, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127464, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127465, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127466, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127467, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127468, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127469, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127470, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127471, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127472, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127473, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127474, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127475, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127476, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127477, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127478, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127479, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127480, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127481, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127482, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127483, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127484, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127485, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127486, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127487, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127488, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127489, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127490, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127491, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127492, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127493, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127494, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127495, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127496, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127497, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127498, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127499, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127500, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
200127501, , , , GO11049_LC|GO11111_LC|GO11126_LC|CLUSTER_TILE
251249151, , , , GO11126_LC
251249152, , , , GO11126_LC
251249172, , , , GO11126_LC
251249175, , , , GO11126_LC
251249178, , , , GO11126_LC
